eid,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords
2-s2.0-84908149011,10.2514/1.A32382,Dynamic-envelope analysis of clamp-band joint considering pyroshock of satellite separation,2014,Journal of Spacecraft and Rockets,00224650,51,5,1390-1400,Article,Li J.,,,Tianjin University,China,21,0,
2-s2.0-84908406878,10.1162/LEON_a_00839,"Nervous Ether: Soft Aggregates, Interactive Skins",2014,Leonardo,0024094X,47,4,344-351,Article,Velikov K.,,,"University of Michigan, Ann Arbor",United States,6,0,
2-s2.0-84943011198,10.1016/j.foar.2014.03.002,Responsive envelope tessellation and stochastic rotation of 4-fold penttiles,2014,Frontiers of Architectural Research,20952635,3,2,192-198,Article,Datta S.,,,Curtin University,Australia,6,1,
2-s2.0-84893169082,10.1016/j.solener.2014.01.008,The dynamic impact of window characteristics on shading factor and energy consumption,2014,Solar Energy,0038092X,102,,1-13,Article,Sun C.,,,Shanghai Jiao Tong University,China,13,0,
2-s2.0-84892452345,10.1128/JVI.02017-13,Hypervariable region 1 deletion and required adaptive envelope mutations confer decreased dependency on scavenger receptor class B type I and low-density lipoprotein receptor for hepatitis C virus,2014,Journal of Virology,0022538X,88,3,1725-1739,Article,Prentoe J.,,,Det Sundhedsvidenskabelige Fakultet,Denmark,44,1,
2-s2.0-84887981105,10.4028/www.scientific.net/KEM.572.225,Parametric camshaft mechanism for adaptive building envelope and kinetic building ornaments,2014,Key Engineering Materials,10139826,572,1,225-228,Article,Utama Sjarifudin F.,,,Bina Nusantara University,Indonesia,2,0,
2-s2.0-85203479433,10.1115/1.4027154,Evaluation of impact of shading devices on energy consumption of buildings in tropical regions,2014,Journal of Energy Resources Technology Transactions of the ASME,01950738,136,2,,Article,Samanta A.,,,Indian Institute of Social Welfare and Business Management,India,17,0,
2-s2.0-84899830699,10.1016/j.buildenv.2014.04.007,User satisfaction and interaction with automated dynamic facades: A pilot study,2014,Building and Environment,03601323,78,,44-52,Article,Bakker L.,,,Nederlandse Organisatie voor toegepast natuurwetenschappelijk onderzoek- TNO,Netherlands,119,2,
2-s2.0-84907483520,10.1016/j.enbuild.2014.07.040,The influence of shading control strategies on the visual comfort and energy demand of office buildings,2014,Energy and Buildings,03787788,84,,70-85,Article,Yun G.,,,Korea University,South Korea,160,0,
2-s2.0-84890119885,10.1016/j.enbuild.2013.08.066,Experimental assessment of the energy performance of an advanced responsive multifunctional façade module,2014,Energy and Buildings,03787788,68,PART B,647-659,Article,Favoino F.,,,Politecnico di Torino,Italy,56,0,
2-s2.0-84887384538,10.1016/j.buildenv.2013.10.003,Developing a weather responsive internal shading system for atrium spaces of a commercial building in tropical climates,2014,Building and Environment,03601323,71,,259-274,Article,Wang F.,,,Heriot-Watt University,United Kingdom,33,0,
2-s2.0-84906247403,10.1068/b38121,The dynamic façade pattern grammar,2014,Environ Plann B Plann Des,02658135,41,4,690-716,Article,Kotsopoulos S.D.,,,Massachusetts Institute of Technology,United States,4,0,
2-s2.0-84888295460,10.1111/nph.12474,"More cells, bigger cells or simply reorganization? Alternative mechanisms leading to changed internode architecture under contrasting stress regimes",2014,New Phytologist,0028646X,201,1,193-204,Article,Huber H.,,,Radboud Universiteit,Netherlands,30,1,
2-s2.0-84906901718,10.3390/en7085201,Dialectic form finding of passive and adaptive shading enclosures,2014,Energies,,7,8,5201-5220,Article,Adriaenssens S.,,,School of Engineering and Applied Science,United States,40,1,
2-s2.0-84897866302,10.2495/EQ140501,Development of an integrated passive cooling façade technology for office buildings in hot arid regions,2014,Wit Transactions on Ecology and the Environment,17433541,190 VOLUME 1,,521-534,Article,Abu Khadra A.,,,The University of Arizona,United States,8,1,
2-s2.0-84906536114,10.1016/j.enbuild.2014.07.086,Daylighting and solar shading performances of an innovative automated reflective louvre system,2014,Energy and Buildings,03787788,82,,607-620,Article,Hashemi A.,,,The Bartlett School of Architecture,United Kingdom,49,2,
2-s2.0-84901824796,10.1111/cgf.12303,Adaptive texture space shading for stochastic rendering,2014,Computer Graphics Forum,01677055,33,2,341-350,Article,Andersson M.,,,Lunds Universitet;Intel Sweden A.B.,Sweden;Sweden,18,0,
2-s2.0-84899624067,10.1080/14786451.2013.796943,A new test cell for the evaluation of thermo-physical performance of facades building components,2014,International Journal of Sustainable Energy,14786451,33,4,954-962,Article,Alcamo G.,,,Università degli Studi di Firenze,Italy,6,2,
2-s2.0-84885455549,10.1016/j.buildenv.2013.09.011,"An investigation into the impact of movable solar shades on energy, indoor thermal and visual comfort improvements",2014,Building and Environment,03601323,71,,24-32,Article,Yao J.,,,Ningbo University,China,140,0,
2-s2.0-84898814645,10.1177/1744259113496388,Numerical evaluation of a phase change material-shutter using solar energy for winter nighttime indoor heating,2014,Journal of Building Physics,17442591,37,4,367-394,Article,Soares N.,,,"Universidade de Coimbra, Faculdade de Ciências e Tecnologia;University of Coimbra, Centre for Mechanical Engineering, Materials and Processes",Portugal;Portugal,23,0,
2-s2.0-84905902196,10.1177/1932296814536271,A computational proof of concept of a machine-intelligent artificial pancreas using lyapunov stability and differential game theory,2014,Journal of Diabetes Science and Technology,,8,4,791-806,Article,Greenwood N.J.C.,,,The University of Queensland;NeuroTech Research Pty Ltd,Australia;Australia,3,1,
2-s2.0-84899018727,10.1177/0143624413490177,Effect of building envelope on thermal environmental conditions of a naturally ventilated building block in tropical climate,2014,Building Services Engineering Research and Technology,01436244,35,3,280-295,Article,Dhaka S.,,,Malaviya National Institute of Technology Jaipur,India,19,0,
2-s2.0-84898860708,10.1007/s10514-013-9377-5,Detection of robustly collision-free trajectories in unpredictable environments in real-time,2014,Autonomous Robots,09295593,37,1,81-96,Article,Vatcha R.,,,The University of North Carolina at Charlotte,United States,10,0,
2-s2.0-84889564144,,Responsive façades: Parametric control of moveable tilings,2013,Pertanika Journal of Science and Technology,01287680,21,2,611-624,Article,Datta S.,,,Curtin University,Australia,5,0,
2-s2.0-84894515202,,Image based computer-aided manufacturing technology,2013,Sensors and Transducers,,159,11,13-18,Article,Hu Z.,,,Yanshan University,China,1,0,
2-s2.0-84885744168,10.4067/S0717-69962013000200015,Transparent facades: Active and passive,2013,Arq,07160852,,84,1-5,Article,D'Alençon R.,,,Technische Universität Berlin,Germany,0,1,
2-s2.0-84884572348,10.1016/j.enbuild.2013.08.027,Facade design principles for nearly zero energy buildings in a cold climate,2013,Energy and Buildings,03787788,67,,309-321,Article,Thalfeldt M.,,,Tallinna Tehnikaülikool,Estonia,150,0,
2-s2.0-84884551487,,Mass-customized net energy-positive housing for the great lakes region,2013,Open House International,01682601,38,3,15-24,Article,Thün G.,,,"University of Michigan, Ann Arbor",United States,0,0,
2-s2.0-84884329851,10.1016/j.enbuild.2013.08.033,Energy performance analysis of a solar-cooled building in Tunisia: Passive strategies impact and improvement techniques,2013,Energy and Buildings,03787788,67,,374-386,Article,Soussi M.,,,"Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis",Tunisia,53,0,
2-s2.0-84879495105,10.1016/j.buildenv.2013.05.016,Comparative control strategies for roller shades with respect to daylighting and energy performance,2013,Building and Environment,03601323,67,,179-192,Article,Tzempelikos A.,,,Lyles School of Civil and Construction Engineering,United States,151,0,
2-s2.0-84882253104,10.1186/1471-2164-14-552,De novo assembly and characterization of fruit transcriptome in Litchi chinensis Sonn and analysis of differentially regulated genes in fruit in response to shading,2013,BMC Genomics,,14,1,,Article,Li C.,,,South China Agricultural University,China,113,1,
2-s2.0-84940646839,10.1093/ijlct/ctt015,Adaptive façade design for the daylighting performance in an office building: The investigation of an opening design strategy with cellular automata,2013,International Journal of Low Carbon Technologies,17481317,10,3,313-320,Article,Kim J.,,,University of Nottingham,United Kingdom,22,0,
2-s2.0-84879110265,10.1016/j.enbuild.2013.05.017,Performance of a daylight-redirecting glass-shading system,2013,Energy and Buildings,03787788,64,,309-316,Article,Appelfeld D.,,,Technical University of Denmark,Denmark,9,0,
2-s2.0-84880299383,10.1260/1478-0771.11.2.183,Designing a connected sustainable living environment,2013,International Journal of Architectural Computing,14780771,11,2,183-204,Article,Kotsopoulos S.,,,Massachusetts Institute of Technology,United States,1,0,
2-s2.0-84883729570,10.1260/0266-3511.28.2.101,Shapes of miura mesh mechanism with mobility one,2013,International Journal of Space Structures,09560599,28,2,101-114,Article,Beatini V.,,,Izmir Yüksek Teknoloji Enstitüsü,Turkey,12,2,
2-s2.0-84877125433,10.1371/journal.pone.0062674,"Neutralizing Antibodies in Patients with Chronic Hepatitis C, Genotype 1, against a Panel of Genotype 1 Culture Viruses: Lack of Correlation to Treatment Outcome",2013,Plos One,,8,5,,Article,Pedersen J.,,,Copenhagen University Hospital;Det Sundhedsvidenskabelige Fakultet,Denmark;Denmark,8,1,
2-s2.0-84874785714,10.1002/eqe.2224,Nonlinear analysis of out-of-plane masonry façades: Full dynamic versus pushover methods by rigid body and spring model,2013,Earthquake Engineering and Structural Dynamics,00988847,42,4,499-521,Article,Casolo S.,,,Politecnico di Milano,Italy,58,0,
2-s2.0-84876714561,10.1016/S1672-6529(13)60213-9,An Experimental Study on a Microclimatic Layer of a Bionic Façade Inspired by Vertical Greenery,2013,Journal of Bionic Engineering,16726529,10,2,177-185,Article,Šuklje T.,,,Univerza v Ljubljani,Slovenia,28,0,
2-s2.0-84874974198,10.5424/sjar/2013111-411-11,Shading screens for the improvement of the night-time climate of unheated greenhouses,2013,Spanish Journal of Agricultural Research,1695971X,11,1,32-46,Article,Montero J.I.,,,Institut de Recerca I Technologia Agroalimentaries,Spain,37,1,
2-s2.0-84874516343,10.1044/1092-4388(2012/12-0008),Factors affecting the processing of intensity in school-aged children,2013,Journal of Speech Language and Hearing Research,10924388,56,1,71-80,Article,Buss E.,,,UNC School of Medicine,United States,9,0,
2-s2.0-84873270137,,Drawing style capture for cartoon rendering,2013,International Journal of Multimedia and Ubiquitous Engineering,19750080,8,1,245-254,Article,Byun H.W.,,,Sungshin Women's University,South Korea,2,0,
2-s2.0-84872398016,10.1016/j.buildenv.2012.10.003,Manually-operated window shade patterns in office buildings: A critical review,2013,Building and Environment,03601323,60,,319-338,Review,O'Brien W.,,,Carleton University,Canada,233,0,
2-s2.0-84903220932,10.1142/S2010007813500036,Assessing the welfare effects of promoting biomass growth and the use of bioenergy,2013,Climate Change Economics,20100078,4,1,,Article,Lundgren T.,,,Centre for Environmental and Resource Economics,Sweden,9,0,
2-s2.0-84871765600,10.1016/j.apenergy.2012.09.040,Simulation of photovoltaic centrals with dynamic shading,2013,Applied Energy,03062619,103,,278-289,Article,Sánchez Reinoso C.R.,,,Consejo Nacional de Investigaciones Científicas y Técnicas;Universidad Nacional del Litoral;Universidad Nacional de Catamarca,Argentina;Argentina;Argentina,78,1,
2-s2.0-84884292377,10.1111/cgf.12075,Real-time defocus rendering with level of detail and sub-sample blur,2013,Computer Graphics Forum,01677055,32,6,126-134,Article,Jeong Y.,,,Sungkyunkwan University,South Korea,4,0,
2-s2.0-84884370237,10.3130/jaabe.12.237,Interactive kinetic media facades: A pedagogical design system to support an integrated virtual-physical prototyping environment in the design process of media facades,2013,Journal of Asian Architecture and Building Engineering,13467581,12,2,237-244,Article,Park J.,,,Soongsil University,South Korea,11,1,
2-s2.0-84885388923,10.1016/j.asoc.2013.06.021,Development and analysis of adaptive fuzzy controllers for photovoltaic system under varying atmospheric and partial shading condition,2013,Applied Soft Computing Journal,15684946,13,11,4320-4332,Article,Punitha K.,,,Kalasalingam Academy of Research and Education,India,40,0,
2-s2.0-84871874052,10.1016/j.apenergy.2012.10.045,Development of polynomial regression models for composite dynamic envelopes' thermal performance forecasting,2013,Applied Energy,03062619,104,,379-391,Article,Mavromatidis L.E.,,,CNRS Centre National de la Recherche Scientifique,France,55,0,
2-s2.0-84999752757,10.1016/j.ijsbe.2013.09.003,Possibilities for characterization of a PCM window system using large scale measurements,2013,International Journal of Sustainable Built Environment,22126090,2,1,56-64,Article,Grynning S.,,,Norges Teknisk-Naturvitenskapelige Universitet;SINTEF Foundation for Scientific and Industrial Research,Norway;Norway,49,1,
2-s2.0-84884881445,,Low speed bearing monitoring using acoustic emission technique,2012,Journal of Science and Technology in the Tropics,18235034,8,2,154-160,Article,Kaewkongka T.,,,Chulalongkorn University,Thailand,1,0,
2-s2.0-84863467109,10.1016/j.buildenv.2012.06.009,Cross ventilation with small openings: Measurements in a multi-zone test building,2012,Building and Environment,03601323,57,,377-386,Article,Lo L.J.,,,Cockrell School of Engineering,United States,70,0,
2-s2.0-84865622141,10.1016/j.enbuild.2012.07.020,"Retrofitting using a dynamic envelope to ensure thermal comfort, energy savings and low environmental impact in Mediterranean climates",2012,Energy and Buildings,03787788,54,,350-362,Article,Stazi F.,,,Università Politecnica delle Marche,Italy,35,0,
2-s2.0-84861569230,10.1016/j.engstruct.2012.04.023,Viscoelastic spider connectors for the mitigation of cable-supported façades subjected to air blast loading,2012,Engineering Structures,01410296,42,,190-200,Article,Amadio C.,,,Università degli Studi di Trieste,Italy,59,0,
2-s2.0-84872838848,10.1260/1478-0771.10.3.377,"The agency of responsive envelopes: Interaction, politics and interconnected systems",2012,International Journal of Architectural Computing,14780771,10,3,377-400,Article,Thün G.,,,"University of Michigan, Ann Arbor",United States,8,0,
2-s2.0-84873566532,10.1080/17494060.2012.729708,Hodges at newport: The rhetoric of Jeep's Blues,2012,Jazz Perspectives,17494060,6,1-2,247-263,Article,Williams J.,,,,,0,0,
2-s2.0-84862523171,,Innovative strategies for adaptive buildings in large cities,2012,International Journal for Housing Science and Its Applications,01466518,36,2,99-107,Article,Pizzi E.,,,Politecnico di Milano,Italy,5,0,
2-s2.0-84858710403,10.1016/j.engstruct.2012.02.006,Elastoplastic dissipative devices for the mitigation of blast resisting cable-supported glazing façades,2012,Engineering Structures,01410296,39,,103-115,Article,Amadio C.,,,Università degli Studi di Trieste,Italy,49,0,
2-s2.0-84859443262,10.1016/j.solener.2012.02.031,Dynamic performance of a façade-based solar loop heat pipe water heating system,2012,Solar Energy,0038092X,86,5,1632-1647,Article,Wang Z.,,,Guangdong University of Technology,China,55,2,
2-s2.0-84956702328,10.1002/stab.201290074,The future of energy-active and adaptive building envelopes,2012,Stahlbau,00389145,81,,305-314,Article,Fuchs A.,,,FAT LAB;FAB,Germany;Germany,0,0,
2-s2.0-84859464539,10.1260/1478-0771.10.1.67,Kinetic hybrid structure development and simulation,2012,International Journal of Architectural Computing,14780771,10,1,67-86,Article,Phocas M.C.,,,University of Cyprus,Cyprus,19,1,
2-s2.0-84855243888,10.1016/j.enbuild.2011.11.022,Experimental estimation of the solar properties of a switchable liquid shading system for glazed facades,2012,Energy and Buildings,03787788,45,,299-310,Article,Carbonari A.,,,Università Politecnica delle Marche,Italy,26,0,
2-s2.0-84855814331,10.1016/j.solener.2011.11.016,Daylighting and energy analysis of private offices with automated interior roller shades,2012,Solar Energy,0038092X,86,2,681-704,Article,Shen H.,,,Lyles School of Civil and Construction Engineering,United States,148,0,
2-s2.0-84865874416,10.2752/204191212X13232577462574,The interior experience of daylighting technologies: Histories and potential futures,2012,Interiors Design Architecture Culture,20419112,3,1-2,59-84,Article,Krietemeyer B.,,,Rensselaer Polytechnic Institute,United States,3,0,
2-s2.0-84855980914,10.1109/TVCG.2011.35,Efficient visibility encoding for dynamic illumination in direct volume rendering,2012,IEEE Transactions on Visualization and Computer Graphics,10772626,18,3,447-462,Article,Kronander J.,,,Linköpings Universitet,Sweden,35,2,
2-s2.0-84879877785,10.1111/j.1467-8659.2012.03135.x,Quantized point-based global illumination,2012,Computer Graphics Forum,01677055,31,4,1399-1405,Article,Buchholz B.,,,CNRS Centre National de la Recherche Scientifique,France,9,0,
2-s2.0-84857407540,10.1016/j.apenergy.2012.02.006,Energy optimization of building design for different housing units in apartment buildings,2012,Applied Energy,03062619,94,,330-337,Article,Yao J.,,,Ningbo University,China,50,0,
2-s2.0-84999816172,10.1016/j.ijsbe.2012.09.001,Electrochromic dynamic windows for office buildings,2012,International Journal of Sustainable Built Environment,22126090,1,1,125-139,Article,Sbar N.L.,,,"SAGE Electrochromics, Inc.",United States,213,1,
2-s2.0-84855963275,10.1080/15397734.2011.590775,Design of a 2-DOF 8R linkage for transformable hypar structure,2012,Mechanics Based Design of Structures and Machines,15397734,40,1,19-32,Article,Korkmaz K.,,,Izmir Yüksek Teknoloji Enstitüsü,Turkey,17,2,
2-s2.0-85024275352,10.1145/2070781.2024218,Adaptive Partitioning of Urban Facades,2011,ACM Transactions on Graphics,07300301,30,6,1-10,Article,Shen C.,,,Tsinghua University,China,44,0,
2-s2.0-84856997036,10.1260/1478-0771.9.4.397,Designing architectural morphing skins with elastic modular systems,2011,International Journal of Architectural Computing,14780771,9,4,397-419,Article,Khoo C.K.,,,RMIT University,Australia,44,0,
2-s2.0-81255151169,10.1002/ad.1329,The adaptive building initiative: The functional aesthetic of adaptivity,2011,Architectural Design,00038504,81,6,118-123,Article,Drozdowski Z.,,,,,16,0,
2-s2.0-80053482086,10.1016/j.isprsjprs.2011.08.003,Auto-detection and integration of tectonically significant lineaments from SRTM DEM and remotely-sensed geophysical data,2011,ISPRS Journal of Photogrammetry and Remote Sensing,09242716,66,6,818-832,Article,Masoud A.A.,,,Faculty of Science,Egypt,118,0,
2-s2.0-81255146361,10.1002/ad.1317,Feedback architecture,2011,Architectural Design,00038504,81,6,36-43,Article,Derix C.,,,,,2,0,
2-s2.0-80053287958,10.1016/j.tecto.2011.07.010,"Morphotectonics inferred from the analysis of topographic lineaments auto-detected from DEMs: Application and validation for the Sinai Peninsula, Egypt",2011,Tectonophysics,00401951,510,3-4,291-308,Article,Masoud A.A.,,,Faculty of Science,Egypt,61,0,
2-s2.0-80052570730,10.1016/j.scs.2011.07.004,Kinetic systems in architecture: New approach for environmental control systems and context-sensitive buildings,2011,Sustainable Cities and Society,22106707,1,3,170-177,Article,Ramzy N.,,,Faculty of Engineering,Egypt,55,0,
2-s2.0-80051593755,10.1016/j.solener.2011.04.028,Energy performance of an open-joint ventilated façade compared with a conventional sealed cavity façade,2011,Solar Energy,0038092X,85,9,1851-1863,Article,Sanjuan C.,,,"Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas",Spain,95,2,
2-s2.0-79959349592,10.1016/j.jtcvs.2010.07.081,Endovascular fenestration in aortic dissection with acute malperfusion syndrome: Immediate and late follow-up,2011,Journal of Thoracic and Cardiovascular Surgery,00225223,142,1,66-72,Article,Midulla M.,,,CHU Lille,France,75,1,
2-s2.0-79954573806,10.1016/j.solener.2011.01.010,Quantifying the potential of automated dynamic solar shading in office buildings through integrated simulations of energy and daylight,2011,Solar Energy,0038092X,85,5,757-768,Article,Nielsen M.V.,,,Technical University of Denmark,Denmark,235,0,
2-s2.0-79959579260,,Evaluation of the energy performance of shading devices based on incremental costs,2011,World Academy of Science Engineering and Technology,2010376X,77,,450-452,Article,Yao J.,,,Ningbo University,China,8,0,
2-s2.0-79952338837,10.1061/(ASCE)EM.1943-7889.0000211,Distributed Mass Damper System for Integrating Structural and Environmental Controls in Buildings,2011,Journal of Engineering Mechanics,07339399,137,3,205-213,Article,Fu T.S.,,,College of Engineering and Physical Sciences,United States,61,0,
2-s2.0-79551700091,10.1128/JVI.01594-10,Hypervariable region 1 differentially impacts viability of hepatitis C virus strains of genotypes 1 to 6 and impairs virus neutralization,2011,Journal of Virology,0022538X,85,5,2224-2234,Article,Prentoe J.,,,Copenhagen University Hospital;Det Sundhedsvidenskabelige Fakultet,Denmark;Denmark,133,2,
2-s2.0-80051876764,10.1145/1966394.1966396,Decoupled sampling for graphics pipelines,2011,ACM Transactions on Graphics,07300301,30,3,1-17,Article,Ragan-Kelley J.,,,MIT Computer Science & Artificial Intelligence Laboratory,United States,76,2,
2-s2.0-84870586182,,Madrid's landscape through its cornice 1. from a façade to a kinetic section,2011,Ega Revista De Expresion Grafica Arquitectonica,11336137,17,1,138-151,Article,García-Hípola M.,,,,,1,0,
2-s2.0-78650741191,10.1016/j.cageo.2010.02.006,Crusta: A new virtual globe for real-time visualization of sub-meter digital topography at planetary scales,2011,Computers and Geosciences,00983004,37,1,75-85,Article,Bernardin T.,,,College of Engineering,United States,40,0,
2-s2.0-84865532062,10.2495/SDP110181,Integrating passive cooling techniques for sustainable building performance in hot climates with reference to the UAE,2011,Wit Transactions on Ecology and the Environment,17433541,150,,201-212,Article,Haggag M.,,,United Arab Emirates University,United Arab Emirates,8,1,
2-s2.0-78649933023,10.1088/0964-1726/19/12/124011,Adaptive building skin structures,2010,Smart Materials and Structures,09641726,19,12,,Article,Del Grosso A.,,,Università degli Studi di Genova,Italy,90,0,
2-s2.0-77955566485,10.1016/j.enbuild.2010.05.024,The energy savings potential of using dynamic external louvers in an office building,2010,Energy and Buildings,03787788,42,10,1888-1895,Article,Hammad F.,,,"Atkins, United Arab Emirates",United Arab Emirates,194,0,
2-s2.0-78649516942,,Comic-book content and characters remain popular video game fodder,2010,Computer Graphics World,02714159,33,10,23-26,Article,Gaudiosi J.,,,,,0,0,
2-s2.0-77956791814,,Line of sight,2010,Lighting Design and Application LD and A,03606325,40,9,44-47,Article,Hall E.,,,,,0,0,
2-s2.0-77957897485,10.1080/09613218.2010.496556,A simulation of solar shading control on UK office energy use,2010,Building Research and Information,09613218,38,6,638-646,Article,Littlefair P.,,,Building Research Establishment,United Kingdom,44,0,
2-s2.0-77957842040,10.1111/j.1531-314X.2010.01100.x,Ice cycle house: From functional accessory to performative envelope,2010,Journal of Architectural Education,10464883,64,1,46-55,Review,Burgermaster M.,,,New Jersey Institute of Technology,United States,0,0,
2-s2.0-77951096129,10.1016/j.patrec.2009.12.031,Approximation-free running SVD and its application to motion detection,2010,Pattern Recognition Letters,01678655,31,9,891-897,Article,Chetverikov D.,,,Eötvös Loránd Tudományegyetem;HUN-REN Institute for Computer Science and Control,Hungary;Hungary,12,0,
2-s2.0-77951112026,10.1016/j.enbuild.2010.02.006,Thermofluid-dynamic analysis of ventilated facades,2010,Energy and Buildings,03787788,42,7,1148-1155,Article,Patania F.,,,Università degli Studi di Catania,Italy,92,0,
2-s2.0-77955301291,10.1016/j.ijhydene.2009.12.130,Efficiency study of different photovoltaic plant connection schemes under dynamic shading,2010,International Journal of Hydrogen Energy,03603199,35,11,5838-5843,Article,Sánchez Reinoso C.R.,,,Sistemas e Inteligencia Computacional (SINC),Argentina,15,0,
2-s2.0-77956470232,,Dynamic performance of cable net facade with consideration of glass panels under earthquake,2010,Journal of Harbin Institute of Technology New Series,10059113,17,3,313-317,Article,Feng R.Q.,,,"Harbin Institute of Technology Shenzhen;Key Laboratory of Concrete and Prestressed Concrete Structures, Ministry of Education",China;China,4,0,
2-s2.0-77952604014,10.1080/19401490903580759,Adaptive actions on shading devices in response to local visual stimuli,2010,Journal of Building Performance Simulation,19401493,3,2,135-153,Article,Haldi F.,,,École Polytechnique Fédérale de Lausanne,Switzerland,208,2,
2-s2.0-77649238846,10.1016/j.solener.2009.12.006,Energy efficiency of a dynamic glazing system,2010,Solar Energy,0038092X,84,4,526-537,Article,Lollini R.,,,Eurac Research,Italy,33,1,
2-s2.0-77952281279,10.1057/jba.2010.5,Sustainable vision of kinetic architecture,2010,Journal of Building Appraisal,17428262,5,4,341-356,Article,Razaz Z.E.,,,Capital University,Egypt,22,0,
2-s2.0-70249119591,10.1016/j.buildenv.2009.05.003,Shading performance of a vertical deciduous climbing plant canopy,2010,Building and Environment,03601323,45,1,81-88,Article,Ip K.,,,University of Brighton,United Kingdom,167,0,
2-s2.0-77950302167,10.3109/00313021003636469,The effect of feeding and fasting on fenestrations in the liver sinusoidal endothelial cell,2010,Pathology,00313025,42,3,255-258,Article,O'Reilly J.N.,,,The University of Sydney,Australia,20,0,
2-s2.0-77949534319,10.1002/ad.1026,Dynamic light the media facades of realities: United,2010,Architectural Design,00038504,80,1,136-139,Article,Croci V.,,,Università IUAV di Venezia;The Bartlett School of Architecture,Italy;United Kingdom,2,0,
2-s2.0-78449270430,10.2495/DN100451,Skin in architecture: Towards bioinspired facades,2010,Wit Transactions on Ecology and the Environment,17433541,138,,503-513,Article,Gruber P.,,,TU Wien;Transarch - Office for Biomimetics and Transdisciplinary Architecture,Austria;Austria,28,1,
2-s2.0-78449292725,10.2495/DN100441,Challenging the engineering view: Comparative analysis of technological and biological functions targeting energy efficient facade systems,2010,Wit Transactions on Ecology and the Environment,17433541,138,,491-502,Article,Gosztonyi S.,,,Austrian Institute of Technology,Austria,7,1,
2-s2.0-77953076867,10.21273/horttech.20.2.283,Effects of shading using a retractable liquid foam technology on greenhouse and plant microclimates,2010,Horttechnology,10630198,20,2,283-291,Article,Aberkani K.,,,Université Laval;Agriculture and Agri-Food Canada,Canada;Canada,12,1,
2-s2.0-79251501676,10.3992/jgb.5.4.121,"Towards an active, responsive, and solar building envelope",2010,Journal of Green Building,15526100,5,4,121-136,Article,Goia F.,,,Politecnico di Torino,Italy,25,1,
2-s2.0-68849121973,10.1016/j.jcsr.2009.06.020,Dynamic performance of cable net facades,2009,Journal of Constructional Steel Research,0143974X,65,12,2217-2227,Article,Feng R.q.,,,Southeast University;Harbin Institute of Technology Shenzhen,China;China,53,0,
2-s2.0-60249088365,10.1016/j.buildenv.2008.08.005,Double skin façades for warm climate regions: Analysis of a solution with an integrated movable shading system,2009,Building and Environment,03601323,44,6,1107-1118,Article,Baldinelli G.,,,Università degli Studi di Perugia,Italy,144,0,
2-s2.0-66249105694,,Achieving complete integration,2009,Building Engineer,09698213,84,5,14-15,Article,,,,,,0,0,
2-s2.0-62549132698,10.1071/CP08236,Grain number determination in an old and a modern Mediterranean wheat as affected by pre-anthesis shading,2009,Crop and Pasture Science,18360947,60,3,271-279,Article,Acreche M.M.,,,Universitat de Lleida;Institut de Recerca I Technologia Agroalimentaries,Spain;Spain,33,0,
2-s2.0-59849095281,10.1016/j.solener.2008.08.015,An investigation of the potential for natural ventilation and building orientation to achieve thermal comfort in warm and humid climates,2009,Solar Energy,0038092X,83,3,389-399,Article,Haase M.,,,SINTEF Foundation for Scientific and Industrial Research,Norway,148,0,
2-s2.0-60549112398,,Advanced façades,2009,Building Engineer,09698213,84,2,22-23,Article,Harwood W.,,,,,0,0,
2-s2.0-77957915950,10.1007/s12273-008-8126-8,"Prospective techniques of effective daylight harvesting in commercial buildings by employing window glazing, dynamic shading devices and dimming control—a literature review",2008,Building Simulation,19963599,1,4,279-289,Review,Colaco S.G.,,,Manipal Institute of Technology,India,36,0,
2-s2.0-79956341778,,Object oriented modelling of variable envelope properties in buildings,2008,Wseas Transactions on Systems and Control,19918763,3,12,1046-1056,Article,Zupančič B.,,,Univerza v Ljubljani,Slovenia,10,0,
2-s2.0-57749209986,10.1145/1409060.1409081,"Fast, realistic lighting and material design using nonlinear cut approximation",2008,ACM Transactions on Graphics,07300301,27,5,,Article,Cheslack-Postava E.,,,Stanford University,United States,33,2,
2-s2.0-55549117496,10.1074/jbc.M801470200,The dynamic envelope of a fusion class II virus: E3 domain of glycoprotein E2 precursor in semliki forest virus provides a unique contact with the fusion protein E1,2008,Journal of Biological Chemistry,00219258,283,39,26452-26460,Article,Wu S.R.,,,Karolinska Institutet;Vironova AB,Sweden;Sweden,10,1,
2-s2.0-41949142537,10.1016/j.ppees.2007.12.001,Species richness and identity affect the use of aboveground space in experimental grasslands,2008,Perspectives in Plant Ecology Evolution and Systematics,14338319,10,2,73-87,Article,Lorentzen S.,,,Friedrich-Schiller-Universität Jena;Max Planck Institute for Biogeochemistry,Germany;Germany,75,2,
2-s2.0-39649108871,10.2749/101686608783726641,"The retractable roof and movable field at University of Phoenix Stadium, Arizona",2008,Structural Engineering International Journal of the International Association for Bridge and Structural Engineering IABSE,10168664,18,1,11-14,Article,Waggoner M.,,,Walter P Moore,United States,0,0,
